pk,jsondata,id,name,description,markup_description,size,duration,date_created,mime_type,movie_pk,updated,active,created
3423,"{""web"": null, ""original"": ""a.tif"", ""thumbnail"": null, ""objid"": ""EAEA0-DC55-4524-B16B-0"", ""size"": 577308}",079625e23ceda3430617a28126bc8422,fl_Brassicaceae_Farsetia_aegyptia_spcm_Kew_JH.tif,,,577308,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3424,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-2BF1-ED65-BABC-0"", ""size"": 4045824}",b1b98418a827ee357477bf2a8f5a83e8,fl_Combretaceae_Combretum_nigricans_Seeku_06_09_2014_spcmBF2014_0055_entire_JH.JPG,,,4045824,,2014-06-09,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3425,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-3E9C-A428-E753-0"", ""size"": 3562776}",a1237813ef8183fd5459ed6c037a77ad,Dogon_TebulUre_BambaSarapondou_70383_N14_41_W03_04_village_04_2011_JH.JPG,,,3562776,,2011-04-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3426,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-B840-39D9-F1C8-0"", ""size"": 279196}",cc2017633f36e88059344cacb15cbfa4,fl_Poaceae_Panicum_subalbidum_Djenne_50560_JH.tif,,,279196,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3427,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-260D-A0B5-3B22-0"", ""size"": 903896}",0adfba3f079b1bc2cf1fd27282153ddc,fl_Malvaceae_Sida_rhombifolia_Nando_10_2011_entire_50424_JH.JPG,,,903896,,2011-10-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3428,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-40DA-83FA-CE98-0"", ""size"": 3339470}",a7cecbaccb8d140d6231e305ef2ff07c,fl_Aizoaceae_Limeum_obovatum_spcm_Chad_CIRAD_Montp_JH.JPG,,,3339470,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3429,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-7EE8-702D-1E8F-0"", ""size"": 303696}",67a8ddc59eb12ed6b936de8db199e284,fl_Moraceae_Ficus_cordata_subsp_lecardii_Hombori_entire_50436_JH.tif,,,303696,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3430,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-86FF-EB0A-B90C-0"", ""size"": 3231350}",0bad581ffe530dfe34c6282f31ccfe6e,fl_Aizoaceae_Trianthema_portulacastrum_Kundialang_09_2011_50676_JH.JPG,,,3231350,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3431,"{""web"": null, ""original"": ""a.avi"", ""objid"": ""EAEA0-1F81-5D2C-D68A-0"", ""duration"": 184.8, ""thumbnail"": null, ""size"": 38434166}",741dfd7df53c4c4db1dc56e664156716,Bozo_net_fishers_Little_Djenne.avi,,,38434166,184.8,,video/x-msvideo,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3432,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-33DC-FBD5-09D5-0"", ""size"": 1399851}",308541b7d26ce8256c36ed60fa79e7e8,Dogon_Nanga_Wakara_70379_N14_49_W03_01_children_at_well_01_2010_JH.JPG,,,1399851,,2010-01-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3433,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-5C0E-5373-7DF3-0"", ""size"": 413040}",2eef89257346043c9d6ff3e6d88503dd,fl_Poaceae_Digitaria_horizontalis_Hombori_50551_JH.tif,,,413040,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3434,"{""web"": null, ""original"": ""a.mp4"", ""objid"": ""EAEA0-2516-AA28-4AB4-0"", ""duration"": 4.088005, ""thumbnail"": ""thumbnail.mp4"", ""size"": 163000}",b8afc8f5943a4abf153faa6a51b1fb27,138_08_06_06860_shuck_husk_corn_ear_Nanga_komro_JH.mp4,,,163000,4.088005,,video/mp4,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3435,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-FC30-2B1E-C154-0"", ""size"": 637178}",a9df4eb4ea473d0549eec44256a474c5,fl_Aristolochiaceae_Aristolochia_albida_on_Saba_Kikara_fr_50090_JH.tif,,,637178,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3436,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-B515-84A2-EEF0-0"", ""size"": 3189945}",92780cd9d056d7b2f791735f284d29f4,Dogon_Jamsay_Anakila_70218_N14_34_W03_04_garden_04_2011_JH.JPG,,,3189945,,2011-04-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3437,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-F01A-EEA1-7F1E-0"", ""size"": 200390}",d3d1d4ebc3e0d3c41b8f09463a5ad026,fl_Solanaceae_Solanum_incanum_Boya_foliage_50627_JH.tif,,,200390,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3438,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-BBD7-9C77-D934-0"", ""size"": 547272}",eb6ad726d959265b991d19e955741f2e,fl_Convolvulaceae_Ipomoea_aquatica_Kabara_fl_50187_JH.tif,,,547272,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3439,"{""web"": ""web.jpg"", ""original"": ""full.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-3377-612E-DF6F-0"", ""size"": 259870}",594d872836dd101f7b05b0008ea1f32f,fl_Lamiaceae_Endostemon_tereticaulis_Tupere_entire_50378_JH.jpg,,,259870,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3440,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-8F02-1EBA-22F2-0"", ""size"": 4122112}",f28d2cd6f4a3721daef27ce2cf7eb53f,fl_Apocynaceae_Landolphia_heudelotii_Bledougou_05_23_2014_lf_under_JH.JPG,,,4122112,,2014-05-23,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3441,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-EA67-BAF1-CC95-0"", ""size"": 583231}",2996c5649b4115f8dac9386bda129218,fl_Poaceae_Diheteropogon_hagerupii_spcm_Kew_50491_JH.tif,,,583231,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3442,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-A92E-C237-B13F-0"", ""size"": 2853521}",98ae283f3d24fddc4ef513346b19fea3,Dogon_Tommoso_KassaSimde_aka_Simde_aka_Simmde_70599_N14_46_W03_004_village_03_2011_SM_JH.JPG,,,2853521,,2011-03-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3443,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-7C74-E93F-3238-0"", ""size"": 3086250}",0473ef52fd7e3fa344f2cb0618bf6f05,Dogon_DonnoSo_Andioubolo_70194_N14_24_W03_30_section1_04_2011_JH.JPG,,,3086250,,2011-04-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3444,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-46BB-C770-178F-0"", ""size"": 803666}",3c6a4d625551377eb57b8f1916217c91,Ins_Orthoptera_Caelifera_Acrididae_Cyrtacanthacridinae_Kraussaria_angulifera_Walo_09_2006_above_60376_JH.JPG,,,803666,,2006-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3445,"{""web"": null, ""original"": ""a.mp4"", ""objid"": ""EAEA0-F931-420F-3ACC-0"", ""duration"": 4.005005, ""thumbnail"": ""thumbnail.mp4"", ""size"": 287069}",6499125a6a4f0d76b52ea474cbfc73f3,173_05_02_08134_fan_sb_JH.mp4,,,287069,4.005005,,video/mp4,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3446,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-D25C-0A28-C163-0"", ""size"": 3183662}",6322928392fe5cb657f23e586da4931d,fl_Polygalaceae_Securidaca_longepedunculata_Kundialang_09_2011_trunk_50694_JH.JPG,,,3183662,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3447,"{""web"": ""web.jpg"", ""original"": ""full.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-A859-92A3-D467-0"", ""size"": 987063}",3ac6a4dec14ff6948925a269e1557930,fl_Malvaceae_Hibiscus_micranthus_Anda_2007_woodybranch_segiri_50414_JH.jpg,,,987063,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3448,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-86D6-89FF-CF87-0"", ""size"": 995359}",cf603ba47a8241cfe450e4acdf5083e6,fl_Acanthaceae_Ruellia_cyanea_spcm_Niger_CIRAD_Montp_fr_close_50019_JH.JPG,,,995359,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3449,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-C01B-03A5-886C-0"", ""size"": 3668480}",0b0f07d6da4e91d17b598b45d50847ed,fl_Rubiaceae_Morelia_senegalensis_Ble_10_28_2014_lf_under_JH.JPG,,,3668480,,2014-10-28,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3450,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-A29D-3262-4109-0"", ""size"": 4124160}",bab1f6421881494c949e03e763d43a8a,fl_Malvaceae_Grewia_cissoides_Seeku_06_09_2014_spcmBF2014_0044_br_JH.JPG,,,4124160,,2014-06-09,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3451,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-5ADE-074D-8EAA-0"", ""size"": 3786752}",5c25279f3ad8f8afb16c02616ffc9d1a,fl_Chrysobalanaceae_Parinari_curatellifolia_Beregadougou_09_03_2014_tr_JH.JPG,,,3786752,,2014-09-03,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3452,"{""web"": null, ""original"": ""a.mov"", ""objid"": ""EAEA0-CAEF-B586-A763-0"", ""duration"": 2.135, ""thumbnail"": null, ""size"": 79574}",558ba6e5e671e2349ec0e662affbfa69,030_08_01_01853_two_women_pound_with_alternate_pestle_strokes_Nanga_woywoy_toro_JH.mov,,,79574,2.135,,video/quicktime,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3453,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-5A7E-1532-BECA-0"", ""size"": 1304247}",c6a50d9628770ac61494c0653ea318a9,fl_Fabaceae_Daniellia_oliveri_young_Bobo_076_2012_lf_below_JH.JPG,,,1304247,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3454,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-920D-76A5-A885-0"", ""size"": 1585886}",2d16f20903b4313c20d1e433b1f98e59,fl_Fabaceae_Faboideae_Rhynchosia_minima_var_memnonia_spcm_2006_Kubewel_50327_JH.JPG,,,1585886,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3455,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-05A8-836A-12DF-0"", ""size"": 1187941}",fd09300e6ebc67e10236e4e9646b7234,fl_Fabaceae_Bauhinea_rufescens_spcm_2004_unnumb_Walo_fr_50267_JH.JPG,,,1187941,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3456,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-4A16-4FC7-9EAF-0"", ""size"": 3179724}",b688e1df40cad978f5aaf7eac5db95fa,fl_Boraginaceae_Euploca_strigosa_Baguera_to_Sindou_07_2012_fl_JH.JPG,,,3179724,,2012-07-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3457,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-CEF2-75B0-2183-0"", ""size"": 540949}",fc817aadf08a815becad35ed01dcf5aa,fl_Fabaceae_Faboideae_Tephrosia_mossiensis_spcm_unnumb_Hombori_fl_50339_JH.JPG,,,540949,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3458,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-C32F-D264-FDF9-0"", ""size"": 354050}",e42e7dec9a1f6c48eb85f93090939b61,fl_Fabaceae_Daniellia_oliveri_Kikara_br_50277_JH.tif,,,354050,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3459,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-FADC-995E-3F73-0"", ""size"": 3894272}",9eef80726fba73c682847adec0e747e6,bat_Eidolon_helvus_Seeku_1.JPG,,,3894272,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3460,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-E75B-9E60-59EC-0"", ""size"": 353670}",6c9579bc059ad41ee05613706f540b5f,fl_Meliaceae_Azadirachta_indica_50427_JH.tif,,,353670,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3461,"{""web"": null, ""original"": ""a.mp4"", ""objid"": ""EAEA0-C7D1-4E95-9C86-0"", ""duration"": 3.421004, ""thumbnail"": ""thumbnail.mp4"", ""size"": 244143}",b7abbb8e8e5f25c888630e30cb14ea4e,136_08_01_06740_step_on_sb_Jam_nama_JH.mp4,,,244143,3.421004,,video/mp4,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3462,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-558F-95E0-F506-0"", ""size"": 4209152}",61018ed7147c49c826048fc899e92532,fl_Phyllanthaceae_Bridelia_ferruginea_Seeku_06_09_2014_tr_JH.JPG,,,4209152,,2014-06-09,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3463,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-C444-73DD-9E50-0"", ""size"": 3237965}",0f6b8f0cd4d63eeded73c1a8ccdc9f43,fl_Rubiaceae_Rytigynia_senegalensis_Kodara_near_Bobo_07_2012_riverbank_lf_under_Jula_lajifofana_JH.JPG,,,3237965,,2012-07-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3464,"{""web"": ""web.jpg"", ""original"": ""full.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-A298-5495-0742-0"", ""size"": 819821}",65f66ee75cfc8887d5763d99eb9af683,fl_Apocynaceae_Leptadenia_hastata_Namakoro_fl_2007_50068_JH.jpg,,,819821,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3465,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-C34C-A6B9-76B8-0"", ""size"": 525234}",f716d867186afd417e11c284c678cb74,fl_Phyllanthaceae_Flueggea_virosa_TinHamma_north_of_Gao_50477_JH.tif,,,525234,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3466,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-C91C-7829-A4AD-0"", ""size"": 3134168}",266a009db48d4c72019351807036743c,Dogon_ToroSo_Ireli_Kanaw_70766_N14_26_W03_18_distant_11_2011_JH.JPG,,,3134168,,2011-11-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3467,"{""web"": ""web.jpg"", ""original"": ""0"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-7037-7463-B477-0"", ""size"": 2211415}",f5af6f34043db73cc6ff1ced45a0cf87,Fulfulde_Kondioly_70060_N14_35_W03_56_village_03_2012_MD_JH.JPG,,,2211415,,2012-03-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3468,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-F9E8-4399-EC2F-0"", ""size"": 796097}",76633ed42146d7fc90bbdc41a8415f14,Ins_Hemiptera_Pyrrhocoridae_Dysdercus_voelkeri_CIRAD_HPA_60332_JH.jpg,,,796097,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3469,"{""web"": ""web.jpg"", ""original"": ""full.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-1F78-09DB-FEF5-0"", ""size"": 35504}",91ad0500f2e4da32a512a3c0fc47466c,mammal_rodent_mouse_Arvicanthis_niloticus_Anda_2005_above_60556_JH.jpg,,,35504,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3470,"{""web"": ""web.jpg"", ""original"": ""full.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-AA49-4CA4-46C5-0"", ""size"": 816326}",63bc8468a394dd765d2a84b305f43e67,fl_Fabaceae_Faboideae_Indigofera_astragalina_spcm_2006_unnumb_Beni_closeup_50306_JH.jpg,,,816326,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3471,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-538B-BC4C-64BD-0"", ""size"": 3740447}",a52ab0b1f4fb6a9abb99cbb20e56018f,fl_Malvaceae_Hibiscus_cannabinus_Daaka_01_2011_entire_MD_50409_JH.JPG,,,3740447,,2011-01-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3472,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-9911-F07A-81FA-0"", ""size"": 591250}",850d2a4e65dd4b1d7411b002649979e8,Ins_Coleoptera_Tenebrionidae_Vieta_senegalensis_Walo_09_2011_JH.JPG,,,591250,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3473,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-67C7-C84A-C49D-0"", ""size"": 3255212}",3cfd0c7d24a11aaef69dd46d4bf019c6,fl_Brassicaceae_Cleome_viscosa_Walo_09_2011_entire_50145_JH.JPG,,,3255212,,2011-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3474,"{""web"": ""web.jpg"", ""original"": ""full.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-3A32-A9A8-D441-0"", ""size"": 127428}",15e6e736687ccbc23e10464b5e6edc73,Ins_Coleoptera_Cerambycidae_Crossotus_albicollis_small_spcm_2006_036_photo_HPA_60289_JH.jpg,,,127428,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3475,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-CF0D-726F-153E-0"", ""size"": 3261001}",92de59f8648578340f0d6881df86069c,fl_Fabaceae_Mimosoideae_Senegalia_erythrocalyx_Ouaga_08_2012_lf2_JH.JPG,,,3261001,,2012-08-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3476,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-B6B1-A989-C74E-0"", ""size"": 3383984}",a138d5430606235561941ddcdc537623,fl_Hypericaceae_Psorospermum_febrifugum_Bobo_to_Orodara_07_2012_lf_spcmBF2012_013_JH.JPG,,,3383984,,2012-07-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3477,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-23D4-6078-D25A-0"", ""size"": 3888128}",ac05fcc02a41c00cfc888c3ef1b7b866,fl_Celastraceae_Gymnosporia_senegalensis_Turka_juNsyElntuugu_Beregadougou_09_03_2014_lf_below_JH.JPG,,,3888128,,2014-09-03,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3478,"{""web"": ""web.jpg"", ""original"": ""full.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-5B5E-5531-08F8-0"", ""size"": 170458}",bbe5bc78f7c18c2d27ec5a5b3c16aa92,fl_Poaceae_Pennisetum_pedicellatum_Tupere_white_and_red_50565_JH.jpg,,,170458,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3479,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-384C-E010-58B0-0"", ""size"": 2845939}",60b17968eb9e555a5db0e6061db3a1ea,Songhay_HS_Barkoussi_70870_N15_16_W01_43_houses2_05_2011_JH.JPG,,,2845939,,2011-05-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3480,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-E772-2D23-7A9F-0"", ""size"": 1208174}",0560adb6de661ff49d77dd45975c052d,fl_Amaranthaceae_Achyranthes_aspera_var_sicula_spcm_2006_unnumb_Beni_defoliated_50024_JH.JPG,,,1208174,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3481,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-141A-0CD4-7F0E-0"", ""size"": 4267008}",3088aa8ea8e3f831537df96d7228fe2e,fl_Phyllanthaceae_Bridelia_scleroneura_Tin_11_07_2014_tr2_JH.JPG,,,4267008,,2014-11-07,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3482,"{""web"": ""web.jpg"", ""original"": ""a.jpg"", ""thumbnail"": ""thumbnail.jpg"", ""objid"": ""EAEA0-520C-9E68-630F-0"", ""size"": 1822905}",d6ba926079237ba309c0b3fb43b24f79,Dogon_Bunoge_Dakouma_70159_N14_42_W03_49_shelter_04_2012_MD_JH.JPG,,,1822905,,2012-04-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3483,"{""web"": ""web._Boni_09_2006_entire_50502_JH"", ""original"": ""full._Boni_09_2006_entire_50502_JH"", ""thumbnail"": ""thumbnail._Boni_09_2006_entire_50502_JH"", ""objid"": ""EAEA0-9E97-52BE-29AD-0"", ""size"": 2538251}",c69552610fd61317da63c7c776678a04,fl_Poaceae_Aristida_adscensionis_cf._Boni_09_2006_entire_50502_JH.JPG,,,2538251,,2006-09-01,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3484,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-F4DE-2AD5-6F1B-0"", ""size"": 1318899}",4ea0fb36040c6c8961843d31e7d61e88,fl_Amaranthaceae_Amaranthus_dubius_spcm_2004_201_Dianwely_50030_JH.JPG,,,1318899,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3485,"{""web"": ""web.tif"", ""original"": ""full.tif"", ""thumbnail"": ""thumbnail.tif"", ""objid"": ""EAEA0-7B3E-7B36-7E58-0"", ""size"": 257946}",41d4151724c295ec27be8ed5a38947dd,fl_Vitaceae_Cissus_quadrangularis_Hombori_fl_50667_JH.tif,,,257946,,,image/tiff,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
3486,"{""web"": ""web.JPG"", ""original"": ""full.JPG"", ""thumbnail"": ""thumbnail.JPG"", ""objid"": ""EAEA0-ADC4-74F2-BBF4-0"", ""size"": 767419}",826ffe2563d19b038b1e858c0b3dbfa9,fl_Rubiaceae_Spermacoce_stachydea_spcm_CIRAD_Montp_fr_50597_JH.JPG,,,767419,,,image/jpeg,,2016-10-25 12:35:26.65291+02,t,2016-10-25 12:35:26.65291+02
